Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,
SRUN,Silver Run Acquisition Corporation II,9.87,$1.28B,2017,Finance,Business Services,http://www.nasdaq.com/symbol/srun,
SRUNU,Silver Run Acquisition Corporation II,10.3,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/srunu,
SRUNW,Silver Run Acquisition Corporation II,1.45,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/srunw,
SAMG,Silvercrest Asset Management Group Inc.,16.25,$214.52M,2013,Finance,Investment Managers,http://www.nasdaq.com/symbol/samg,
SSNT,"SilverSun Technologies, Inc.",4.15,$18.64M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ssnt,
SFNC,Simmons First National Corporation,58,$2.67B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sfnc,
SLP,"Simulations Plus, Inc.",16.9,$292.11M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/slp,
SINA,Sina Corporation,104.06,$7.44B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sina,
SBGI,"Sinclair Broadcast Group, Inc.",38.15,$3.88B,1995,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/sbgi,
SINO,"Sino-Global Shipping America, Ltd.",2.63,$27.45M,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/sino,
SVA,"Sinovac Biotech, Ltd.",7.88,$449.31M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sva,
SIRI,Sirius XM Holdings Inc.,5.39,$24.77B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/siri,
SITO,"SITO Mobile, Ltd.",6.36,$140.1M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/sito,
SKYS,"Sky Solar Holdings, Ltd.",1.6,$83.91M,2014,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/skys,
SKLN,Skyline Medical Inc.,1.15,$7.23M,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/skln,
SKYW,"SkyWest, Inc.",53.55,$2.78B,1986,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/skyw,
SWKS,"Skyworks Solutions, Inc.",95.82,$17.55B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/swks,
SNBR,Sleep Number Corporation,37.88,$1.51B,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/snbr,
SLM,SLM Corporation,11.35,$4.9B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/slm,
SLMBP,SLM Corporation,68.3,$273.2M,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/slmbp,
RNSC,Small Cap US Equity Select ETF,21.5176,$2.15M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rnsc,
SGH,"SMART Global Holdings, Inc.",34.73,$755.41M,2017,Technology,Semiconductors,http://www.nasdaq.com/symbol/sgh,
SND,"Smart Sand, Inc.",8.6,$347.38M,2016,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/snd,
SMBK,"SmartFinancial, Inc.",22.34,$249.15M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/smbk,
SMSI,"Smith Micro Software, Inc.",2.9099,$41.56M,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/smsi,
SMTX,SMTC Corporation,1.87,$31.46M,2000,Technology,Electrical Products,http://www.nasdaq.com/symbol/smtx,
LNCE,"Snyder&#39;s-Lance, Inc.",50.05,$4.87B,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/lnce,
SRAX,"Social Reality, Inc.",5.7,$53.15M,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/srax,
SCKT,"Socket Mobile, Inc.",3.38,$23.7M,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/sckt,
SODA,SodaStream International Ltd.,70.12,$1.52B,2010,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/soda,
SOHU,Sohu.com Inc.,44.34,$1.72B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sohu,
SLRC,Solar Capital Ltd.,20.16,$851.98M,2010,n/a,n/a,http://www.nasdaq.com/symbol/slrc,
SUNS,Solar Senior Capital Ltd.,17.6,$282.21M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/suns,
SEDG,"SolarEdge Technologies, Inc.",37.95,$1.63B,2015,Technology,Semiconductors,http://www.nasdaq.com/symbol/sedg,
SLNO,"Soleno Therapeutics, Inc.",1.875,$18.75M,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/slno,
SLNOW,"Soleno Therapeutics, Inc.",0.12,n/a,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/slnow,
SNGX,"Soligenix, Inc.",2.27,$19.82M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sngx,
SNGXW,"Soligenix, Inc.",0.75,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sngxw,
SONC,Sonic Corp.,28.39,$1.11B,1991,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/sonc,
SOFO,"Sonic Foundry, Inc.",2.77,$12.35M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sofo,
SNOA,"Sonoma Pharmaceuticals, Inc.",4.84,$21.32M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/snoa,
SNOAW,"Sonoma Pharmaceuticals, Inc.",0.395,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/snoaw,
SPHS,"Sophiris Bio, Inc.",2.27,$68.35M,2013,n/a,n/a,http://www.nasdaq.com/symbol/sphs,
SORL,"SORL Auto Parts, Inc.",7.16,$138.22M,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/sorl,
ROKA,"Sorrento Tech, Inc.",0.6699,$3.35M,2014,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/roka,
SRNE,"Sorrento Therapeutics, Inc.",3.175,$262.55M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/srne,
SOHO,Sotherly Hotels Inc.,6.4,$88.47M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/soho,
SOHOB,Sotherly Hotels Inc.,25.87,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sohob,
SOHOO,Sotherly Hotels Inc.,25.56,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sohoo,
SFBC,"Sound Financial Bancorp, Inc.",33.275,$83.52M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sfbc,
SSB,South State Corporation,88.35,$3.25B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ssb,
SFST,"Southern First Bancshares, Inc.",41.45,$303.38M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sfst,
SMBC,"Southern Missouri Bancorp, Inc.",38.8,$333.34M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/smbc,
SONA,"Southern National Bancorp of Virginia, Inc.",16.01,$382.9M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sona,
SBSI,"Southside Bancshares, Inc.",33.96,$1.19B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbsi,
SP,SP Plus Corporation,37.5,$844.53M,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/sp,
SGRP,"SPAR Group, Inc.",1.2093,$24.88M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/sgrp,
SPKE,"Spark Energy, Inc.",11,$380.94M,2014,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/spke,
SPKEP,"Spark Energy, Inc.",27,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/spkep,
ONCE,"Spark Therapeutics, Inc.",52.72,$1.95B,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/once,
SPAR,"Spartan Motors, Inc.",16.3,$572.18M,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/spar,
SPTN,SpartanNash Company,26.56,$981.97M,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/sptn,
DWFI,SPDR Dorsey Wright Fixed Income Allocation ETF,25.24,$113.58M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwfi,
SPPI,"Spectrum Pharmaceuticals, Inc.",19.68,$1.98B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sppi,
SPRO,"Spero Therapeutics, Inc.",12,$55.21M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/spro,
ANY,Sphere 3D Corp.,2.35,$15.74M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/any,
SPEX,Spherix Incorporated,1.47,$9.17M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/spex,
SPI,"SPI Energy Co., Ltd.",0.6851,$49.67M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/spi,
SAVE,"Spirit Airlines, Inc.",44.99,$3.12B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/save,
SPLK,Splunk Inc.,82.59,$11.68B,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/splk,
SPOK,"Spok Holdings, Inc.",15.8,$315.74M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/spok,
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",6.57,$279.74M,2014,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/spwh,
SBPH,"Spring Bank Pharmaceuticals, Inc.",12.34,$159.82M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sbph,
FUND,"Sprott Focus Trust, Inc.",7.89,$196.27M,n/a,Consumer Services,Miscellaneous,http://www.nasdaq.com/symbol/fund,
SFM,"Sprouts Farmers Market, Inc.",24.51,$3.26B,2013,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/sfm,
SPSC,"SPS Commerce, Inc.",48.74,$839.51M,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/spsc,
SSNC,"SS&C Technologies Holdings, Inc.",40.43,$8.32B,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ssnc,
SSRM,SSR Mining Inc.,8.68,$1.04B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ssrm,
STAA,STAAR Surgical Company,16.15,$664.8M,n/a,Health Care,Ophthalmic Goods,http://www.nasdaq.com/symbol/staa,
STAF,"Staffing 360 Solutions, Inc.",0.6351,$12.3M,1996,Technology,Professional Services,http://www.nasdaq.com/symbol/staf,
STMP,Stamps.com Inc.,183.95,$3.22B,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/stmp,
STLY,"Stanley Furniture Company, Inc.",0.8448,$12.74M,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/stly,
SBLK,Star Bulk Carriers Corp.,10.85,$688.06M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sblk,
SBLKL,Star Bulk Carriers Corp.,25.11,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sblkl,
SBLKZ,Star Bulk Carriers Corp.,25.14,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sblkz,
SBUX,Starbucks Corporation,57.27,$81.48B,1992,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/sbux,
STFC,State Auto Financial Corporation,28.61,$1.21B,1991,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/stfc,
STBZ,State Bank Financial Corporation.,29.95,$1.17B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stbz,
STDY,SteadyMed Ltd.,3.65,$96.93M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/stdy,
GASS,"StealthGas, Inc.",4.21,$167.81M,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/gass,
STLD,"Steel Dynamics, Inc.",43.19,$10.23B,1996,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/stld,
SMRT,"Stein Mart, Inc.",1.18,$56.58M,1992,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/smrt,
STLR,Stellar Acquisition III Inc.,10.1899,$91.81M,2016,Finance,Business Services,http://www.nasdaq.com/symbol/stlr,
STLRU,Stellar Acquisition III Inc.,10.45,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/stlru,
STLRW,Stellar Acquisition III Inc.,0.31,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/stlrw,
SBOT,"Stellar Biotechnologies, Inc.",0.8125,$8.55M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sbot,
STML,"Stemline Therapeutics, Inc.",14.6,$369.19M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/stml,
SRCL,"Stericycle, Inc.",67.82,$5.79B,1996,Basic Industries,Environmental Services,http://www.nasdaq.com/symbol/srcl,
SRCLP,"Stericycle, Inc.",53.04,n/a,n/a,Basic Industries,Environmental Services,http://www.nasdaq.com/symbol/srclp,
SBT,"Sterling Bancorp, Inc.",12.72,$673.69M,2017,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sbt,
STRL,Sterling Construction Company Inc,16.8,$454.46M,n/a,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/strl,
SHOO,"Steven Madden, Ltd.",46.8,$2.77B,1993,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/shoo,
SSFN,Stewardship Financial Corp,10,$86.45M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ssfn,
SFIX,"Stitch Fix, Inc.",28.7,$2.78B,2017,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/sfix,
SYBT,"Stock Yards Bancorp, Inc.",38.4,$870.55M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sybt,
BANX,StoneCastle Financial Corp,20.05,$131.17M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/banx,
SSKN,"Strata Skin Sciences, Inc.",1.196,$4.88M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/sskn,
SSYS,"Stratasys, Ltd.",20.51,$1.09B,1994,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ssys,
STRT,Strattec Security Corporation,41,$150.52M,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/strt,
STRS,Stratus Properties Inc.,29.75,$241.97M,n/a,Consumer Services,Homebuilding,http://www.nasdaq.com/symbol/strs,
STRA,"Strayer Education, Inc.",91.54,$979.58M,1996,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/stra,
STRM,"Streamline Health Solutions, Inc.",1.67,$33.37M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/strm,
SBBP,Strongbridge Biopharma plc,6.75,$268.73M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sbbp,
STB,Student Transportation Inc,6.14,$582.57M,n/a,Transportation,Other Transportation,http://www.nasdaq.com/symbol/stb,
SCMP,"Sucampo Pharmaceuticals, Inc.",17.975,$838.3M,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/scmp,
SUMR,"Summer Infant, Inc.",1.44,$26.8M,n/a,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/sumr,
SMMF,"Summit Financial Group, Inc.",26.4,$328.11M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/smmf,
SSBI,Summit State Bank,12.6,$76.12M,2006,n/a,n/a,http://www.nasdaq.com/symbol/ssbi,
SMMT,Summit Therapeutics plc,11.2,$158.21M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/smmt,
SNBC,"Sun Bancorp, Inc.",24.45,$466.91M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/snbc,
SNHY,Sun Hydraulics Corporation,64.24,$1.74B,1997,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/snhy,
SNDE,Sundance Energy Australia Limited,5.98,$74.94M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/snde,
SNSS,"Sunesis Pharmaceuticals, Inc.",3.59,$122.95M,2005,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/snss,
STKL,"SunOpta, Inc.",7.9,$685.2M,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/stkl,
SPWR,SunPower Corporation,8.79,$1.23B,2005,Technology,Semiconductors,http://www.nasdaq.com/symbol/spwr,
RUN,Sunrun Inc.,5.87,$626.84M,2015,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/run,
SBCP,"Sunshine Bancorp, Inc.",23.19,$186.13M,2014,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sbcp,
SUNW,"Sunworks, Inc.",1.1864,$26.64M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/sunw,
SMCI,"Super Micro Computer, Inc.",20.95,$1.02B,2007,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/smci,
SPCB,"SuperCom, Ltd.",3.88,$57.96M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/spcb,
SCON,Superconductor Technologies Inc.,1.11,$11.94M,1993,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/scon,
SGC,"Superior Uniform Group, Inc.",27.25,$405.01M,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/sgc,
SUPN,"Supernus Pharmaceuticals, Inc.",38.7,$1.98B,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/supn,
SPRT,"support.com, Inc.",2.46,$46.04M,2000,Technology,EDP Services,http://www.nasdaq.com/symbol/sprt,
SGRY,"Surgery Partners, Inc.",12.1,$590.11M,2015,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/sgry,
SRDX,"Surmodics, Inc.",28.5,$373.31M,1998,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/srdx,
SBBX,Sussex Bancorp,26.1,$157.65M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbbx,
SIVB,SVB Financial Group,234.89,$12.39B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sivb,
SYKE,"Sykes Enterprises, Incorporated",31.63,$1.36B,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/syke,
SYMC,Symantec Corporation,28.45,$17.64B,1989,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/symc,
SYNC,"Synacor, Inc.",2.4,$92.85M,2012,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/sync,
SYNL,Synalloy Corporation,13.4,$116.96M,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/synl,
SYNA,Synaptics Incorporated,40.25,$1.37B,2002,Technology,Semiconductors,http://www.nasdaq.com/symbol/syna,
SNCR,"Synchronoss Technologies, Inc.",8.99,$427.16M,2006,Technology,EDP Services,http://www.nasdaq.com/symbol/sncr,
SNDX,"Syndax Pharmaceuticals, Inc.",8.52,$207.8M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sndx,
SGYP,"Synergy Pharmaceuticals, Inc.",2.27,$510.65M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sgyp,
SYBX,"Synlogic, Inc.",9.87,$160.74M,2015,n/a,n/a,http://www.nasdaq.com/symbol/sybx,
SNPS,"Synopsys, Inc.",85.71,$12.75B,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/snps,
SYNT,"Syntel, Inc.",24.4,$2.02B,1997,Technology,EDP Services,http://www.nasdaq.com/symbol/synt,
SES,"Synthesis Energy Systems, Inc.",2.8162,$3.85M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ses,
SYPR,"Sypris Solutions, Inc.",1.3695,$29.34M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sypr,
SYRS,"Syros Pharmaceuticals, Inc.",9.9,$260.33M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/syrs,
TROW,"T. Rowe Price Group, Inc.",105.02,$25.45B,1986,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/trow,
TTOO,"T2 Biosystems, Inc.",4.06,$145.45M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ttoo,
TRHC,"Tabula Rasa HealthCare, Inc.",28.89,$515.66M,2016,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/trhc,
TCMD,"Tactile Systems Technology, Inc.",29.72,$526.1M,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/tcmd,
TAIT,Taitron Components Incorporated,1.6898,$9.41M,1995,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/tait,
TTWO,"Take-Two Interactive Software, Inc.",107.8,$12.29B,1997,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ttwo,
TLND,Talend S.A.,37.02,$1.08B,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/tlnd,
TNDM,"Tandem Diabetes Care, Inc.",2.42,$24.49M,2013,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/tndm,
TLF,"Tandy Leather Factory, Inc.",7.7,$71.39M,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/tlf,
TANH,Tantech Holdings Ltd.,2.73,$78.36M,2015,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/tanh,
TPIV,TapImmune Inc.,4.05,$42.68M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tpiv,
TEDU,"Tarena International, Inc.",14.49,$820.98M,2014,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/tedu,
TATT,TAT Technologies Ltd.,10.45,$92.46M,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/tatt,
TAYD,"Taylor Devices, Inc.",12.4831,$43.13M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tayd,
CGBD,"TCG BDC, Inc.",18.98,$1.18B,2017,n/a,n/a,http://www.nasdaq.com/symbol/cgbd,
TCPC,TCP Capital Corp.,15.36,$903.05M,2012,n/a,n/a,http://www.nasdaq.com/symbol/tcpc,
AMTD,TD Ameritrade Holding Corporation,51.21,$29.03B,1997,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/amtd,
PETZ,"TDH Holdings, Inc.",5.95,$54.89M,2017,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/petz,
TECD,Tech Data Corporation,97.67,$3.73B,1986,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/tecd,
TCCO,Technical Communications Corporation,9.15,$16.83M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/tcco,
TTGT,"TechTarget, Inc.",13.83,$381.67M,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ttgt,
TGLS,Tecnoglass Inc.,7.48,$256.16M,2012,Consumer Durables,Electronic Components,http://www.nasdaq.com/symbol/tgls,
TGEN,Tecogen Inc.,2.54,$62.8M,2014,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tgen,
TNAV,"Telenav, Inc.",5.5,$243.72M,2010,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tnav,
TTEC,"TeleTech Holdings, Inc.",40.65,$1.86B,1996,Technology,Professional Services,http://www.nasdaq.com/symbol/ttec,
TLGT,"Teligent, Inc.",3.6,$192.24M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tlgt,
TELL,Tellurian Inc.,9.96,$2.23B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tell,
TENX,"Tenax Therapeutics, Inc.",0.552,$15.59M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/tenx,
GLBL,"TerraForm Global, Inc.",5.1,$884.56M,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/glbl,
TERP,"TerraForm Power, Inc.",11.56,$1.71B,2014,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/terp,
TBNK,Territorial Bancorp Inc.,31.55,$311.73M,2009,Finance,Savings Institutions,http://www.nasdaq.com/symbol/tbnk,
TSRO,"TESARO, Inc.",82.85,$4.51B,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tsro,
TSLA,"Tesla, Inc. ",311.64,$52.38B,2010,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/tsla,
TESS,TESSCO Technologies Incorporated,22.15,$185.58M,1994,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/tess,
TTEK,"Tetra Tech, Inc.",48.35,$2.69B,1991,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/ttek,
TTPH,"Tetraphase Pharmaceuticals, Inc.",6.19,$318.26M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ttph,
TCBI,"Texas Capital Bancshares, Inc.",90.3,$4.48B,2003,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbi,
TCBIL,"Texas Capital Bancshares, Inc.",25.2464,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbil,
TCBIP,"Texas Capital Bancshares, Inc.",25.6,$153.6M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbip,
TCBIW,"Texas Capital Bancshares, Inc.",68.2636,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbiw,
TXN,Texas Instruments Incorporated,104.53,$103.02B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/txn,
TXRH,"Texas Roadhouse, Inc.",53.86,$3.83B,2004,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/txrh,
TFSL,TFS Financial Corporation,14.91,$4.19B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/tfsl,
TGTX,"TG Therapeutics, Inc.",8.4,$593.48M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tgtx,
ANDE,"The Andersons, Inc.",31.65,$898.86M,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/ande,
TBBK,"The Bancorp, Inc.",9.96,$556.36M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tbbk,
BPRN,The Bank of Princeton,34.37,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bprn,
CG,The Carlyle Group L.P.,23.1,$7.73B,2012,Finance,Investment Managers,http://www.nasdaq.com/symbol/cg,
TCGP,The Carlyle Group L.P.,25.285,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/tcgp,
CAKE,The Cheesecake Factory Incorporated,49.45,$2.26B,1992,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cake,
CHEF,"The Chefs&#39; Warehouse, Inc.",20.7,$589.16M,2011,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/chef,
